REF_AREA,Reference area,Measure,Pollutant,Unit of measure,ISO,ISO 1,TIME_PERIOD,OBS_VALUE
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2017,9.0760994
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2018,8.8366098
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2019,7.8480043
PRT,Portugal,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,PRT,Portugal,2020,8.2930336
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,1990,14.902759
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,1995,14.776981
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2000,15.196023
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2001,14.919453
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2002,14.889416
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2003,14.783597
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2004,14.517751
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2005,14.66874
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2006,14.87466
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2007,14.742553
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2008,14.820438
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2009,14.181024
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2010,13.341659
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2011,14.896521
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2012,15.293729
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2013,16.041893
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2014,16.521124
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2015,15.532956
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2016,15.454622
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2017,15.508138
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2018,15.48272
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2019,15.517971
OECDSO,OECD Asia Oceania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDSO,OECD Asia Oceania,2020,15.198973
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),1990,20.554399
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),1995,19.755888
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2000,18.770163
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2001,17.374157
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2002,17.913845
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2003,18.954651
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2004,16.797684
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2005,17.133978
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2006,17.800873
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2007,16.562983
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2008,15.473359
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2009,15.66122
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2010,15.613339
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2011,15.889951
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2012,14.203003
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2013,13.750865
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2014,12.641658
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2015,13.17073
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2016,12.013222
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2017,12.148601
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2018,12.145946
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2019,11.12464
EA20,Euro area (20 countries),Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EA20,Euro area (20 countries),2020,10.911774
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,1990,21.424164
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,1995,20.631207
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2000,18.986067
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2001,17.203453
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2002,17.869263
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2003,19.458572
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2004,17.500612
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2005,17.196726
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2006,18.089006
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2007,16.795332
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2008,15.851406
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2009,15.554151
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2010,16.158777
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2011,16.023682
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2012,14.239622
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2013,13.188613
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2014,12.508582
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2015,13.01418
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2016,11.856057
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2017,12.601599
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2018,11.969357
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2019,11.267597
NLD,Netherlands,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,NLD,Netherlands,2020,10.791946
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,1990,24.738207
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,1995,23.537128
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2000,20.368401
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2001,21.028357
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2002,23.332731
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2003,24.202503
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2004,20.872147
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2005,22.223375
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2006,23.165138
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2007,18.408434
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2008,18.250439
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2009,19.269655
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2010,20.810965
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2011,20.920153
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2012,19.200016
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2013,18.846422
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2014,18.285826
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2015,17.750668
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2016,16.930639
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2017,16.889229
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2018,17.296045
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2019,14.200588
CZE,Czechia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CZE,Czechia,2020,14.069143
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,1990,22.746105
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,1995,22.225023
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2000,19.090111
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2001,18.018614
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2002,18.449247
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2003,18.959251
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2004,16.606426
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2005,18.123137
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2006,18.548588
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2007,16.037491
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2008,15.18939
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2009,16.472193
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2010,15.910905
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2011,16.298132
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2012,14.64968
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2013,14.587618
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2014,12.891913
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2015,13.534112
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2016,12.466948
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2017,12.098642
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2018,12.535553
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2019,11.42389
AUT,Austria,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AUT,Austria,2020,10.891673
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,1990,7.5140333
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,1995,7.3907766
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2000,8.0424719
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2001,7.6372933
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2002,8.1317291
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2003,8.5806055
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2004,8.0008583
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2005,7.7163033
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2006,7.8944979
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2007,7.5398741
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2008,7.4087033
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2009,7.3644738
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2010,7.0401425
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2011,7.2341089
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2012,6.599865
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2013,6.4511833
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2014,6.2463183
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2015,6.1781087
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2016,5.6931458
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2017,6.3128695
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2018,5.9987512
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2019,5.9473114
ISL,Iceland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ISL,Iceland,2020,5.4774613
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,1990,8.8090506
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,1995,8.4500284
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2000,8.0955582
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2001,7.4721761
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2002,7.4936576
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2003,8.0349703
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2004,7.2770276
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2005,7.5991783
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2006,8.387538
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2007,7.2440443
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2008,6.8855443
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2009,6.925355
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2010,7.0266857
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2011,6.9169788
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2012,6.2644653
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2013,5.8905883
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2014,6.1525612
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2015,5.6524239
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2016,5.3010564
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2017,5.1545777
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2018,5.5220156
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2019,5.4031792
FIN,Finland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FIN,Finland,2020,4.9185519
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,1990,21.771313
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,1995,20.446152
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2000,18.141811
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2001,17.057407
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2002,17.686348
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2003,18.365938
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2004,16.224003
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2005,16.551573
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2006,17.354948
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2007,16.017284
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2008,15.109551
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2009,15.222828
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2010,16.184088
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2011,15.706399
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2012,13.895885
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2013,13.650115
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2014,12.276424
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2015,12.816268
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2016,11.777977
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2017,11.903048
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2018,11.660401
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2019,10.652008
DEU,Germany,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DEU,Germany,2020,10.297719
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,1990,17.188921
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,1995,16.628012
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2000,15.897855
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2001,15.043771
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2002,15.408987
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2003,15.867237
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2004,14.419899
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2005,14.868217
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2006,15.021612
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2007,14.31554
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2008,13.593933
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2009,13.200636
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2010,13.087702
AES,Advanced economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,AES,Advanced economies,2011,13.520479
