STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,EXPOSURE_LEVEL,Exposure levels (WHO Air Quality Guidelines),POLLUTANT,Pollutant,UNIT_MEASURE,Unit of measure,ISO,ISO,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,1995,,6.3734746,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2000,,6.5975218,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2001,,6.6804633,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2002,,6.4601102,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2003,,6.386085,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2004,,6.3086286,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2005,,6.341187,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2006,,6.2894421,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2007,,6.3648152,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2008,,6.4153991,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2009,,6.6109018,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2010,,6.8265405,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2011,,6.6099386,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2012,,6.6444821,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2013,,6.640214,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2014,,6.4636598,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2015,,6.4490247,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2016,,6.50179,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2017,,6.6873608,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2018,,7.0567045,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2019,,7.2709966,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,NZL,New Zealand,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,NZL,New Zealand,2020,,6.349349,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,1990,,7.1669803,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,1995,,7.0091929,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2000,,7.1519642,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2001,,7.2852044,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2002,,7.3637333,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2003,,7.6682754,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2004,,6.8074632,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2005,,6.7981062,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2006,,7.3749871,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2007,,7.0418191,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2008,,6.9244194,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2009,,7.6456871,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2010,,7.2958322,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2011,,7.1808977,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2012,,7.3926659,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2013,,7.3035746,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2014,,7.2579374,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2015,,7.0605216,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2016,,7.0896683,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2017,,7.2945986,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2018,,7.5905056,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2019,,9.1737967,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,AUS,Australia,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,AUS,Australia,2020,,8.1108809,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,1990,,12.566798,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,1995,,12.415297,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2000,,12.759497,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2001,,12.459898,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2002,,12.350471,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2003,,12.083694,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2004,,12.020917,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2005,,12.170371,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2006,,12.26158,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2007,,12.151574,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2008,,12.331002,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2009,,11.527114,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2010,,10.840294,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2011,,12.257681,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2012,,12.757601,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2013,,13.217904,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2014,,13.72555,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2015,,12.849486,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2016,,12.774453,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2017,,13.045377,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2018,,12.950426,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2019,,12.768423,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,JPN,Japan,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,JPN,Japan,2020,,12.61671,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,MEX,Mexico,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,MEX,Mexico,1990,,30.947865,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,MEX,Mexico,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,MEX,Mexico,1995,,30.564445,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,MEX,Mexico,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,MEX,Mexico,2000,,29.596338,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,MEX,Mexico,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,MEX,Mexico,2001,,24.041233,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,MEX,Mexico,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,MEX,Mexico,2002,,24.69511,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,MEX,Mexico,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,MEX,Mexico,2003,,24.902184,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,MEX,Mexico,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,MEX,Mexico,2004,,22.137508,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,MEX,Mexico,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,MEX,Mexico,2005,,22.455753,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,MEX,Mexico,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,MEX,Mexico,2006,,23.297649,,2,Two,,,0,Units
DATAFLOW,OECD.ENV.EPI:DSD_AIR_POL@DF_AIR_POLL(1.0),Exposure to air pollution,I,MEX,Mexico,A,Annual,MEAN_POP,Mean population-weighted exposure,_Z,Not applicable,PM2_5,Fine particulate matter (PM2.5),MCG_M3,Microgrammes per cubic metre,MEX,Mexico,2007,,22.807409,,2,Two,,,0,Units
