Reference area,REF_AREA,TIME_PERIOD,total emissions by tonnes
OECD,OECD,2022,11429.00684
Canada,CAN,1990,1662.964
Canada,CAN,1991,1617.541
Canada,CAN,1992,1577.432
Canada,CAN,1993,1583.698
Canada,CAN,1994,1596.114
Canada,CAN,1995,1590.591
Canada,CAN,1996,1563.419
Canada,CAN,1997,1566.802
Canada,CAN,1998,1521.966
Canada,CAN,1999,1510.445
Canada,CAN,2000,1495.857
Canada,CAN,2001,1474.212
Canada,CAN,2002,1407.304
Canada,CAN,2003,1399.131
Canada,CAN,2004,1370.015
Canada,CAN,2005,1380.203
Canada,CAN,2006,1320.509
Canada,CAN,2007,1342.67
Canada,CAN,2008,1363.927
Canada,CAN,2009,1318.112
Canada,CAN,2010,1340.011
Canada,CAN,2011,1352.305
Canada,CAN,2012,1391.428
Canada,CAN,2013,1422.797
Canada,CAN,2014,1438.593
Canada,CAN,2015,1389.656
Canada,CAN,2016,1330.011
Canada,CAN,2017,1344.903
Canada,CAN,2018,1384.343
Canada,CAN,2019,1412.13
Canada,CAN,2020,1299.409
Canada,CAN,2021,1300.418
Canada,CAN,2022,1299.246
United Kingdom,GBR,1990,2750.073
United Kingdom,GBR,1991,2698.948
United Kingdom,GBR,1992,2619.064
United Kingdom,GBR,1993,2477.756
United Kingdom,GBR,1994,2457.561
United Kingdom,GBR,1995,2392.059
United Kingdom,GBR,1996,2285.946
United Kingdom,GBR,1997,2128.525
United Kingdom,GBR,1998,2092.737
United Kingdom,GBR,1999,1989.326
United Kingdom,GBR,2000,1923.346
United Kingdom,GBR,2001,1887.446
United Kingdom,GBR,2002,1792.517
United Kingdom,GBR,2003,1776.775
United Kingdom,GBR,2004,1728.202
United Kingdom,GBR,2005,1711.535
United Kingdom,GBR,2006,1667.156
United Kingdom,GBR,2007,1601.947
United Kingdom,GBR,2008,1449.141
United Kingdom,GBR,2009,1269.914
United Kingdom,GBR,2010,1237.188
United Kingdom,GBR,2011,1156.084
United Kingdom,GBR,2012,1183.618
United Kingdom,GBR,2013,1127.096
United Kingdom,GBR,2014,1056.543
United Kingdom,GBR,2015,1014.13
United Kingdom,GBR,2016,911.8723
United Kingdom,GBR,2017,876.0231
United Kingdom,GBR,2018,835.0601
United Kingdom,GBR,2019,786.6967
United Kingdom,GBR,2020,678.0868
United Kingdom,GBR,2021,670.8907
United Kingdom,GBR,2022,648.861
Germany,DEU,1995,337.8641
Germany,DEU,1996,321.4738
Germany,DEU,1997,326.8795
Germany,DEU,1998,314.8765
Germany,DEU,1999,309.2215
Germany,DEU,2000,294.9424
Germany,DEU,2001,280.81
Germany,DEU,2002,274.155
Germany,DEU,2003,259.9389
Germany,DEU,2004,252.0797
Germany,DEU,2005,243.5141
Germany,DEU,2006,244.4232
Germany,DEU,2007,234.2089
Germany,DEU,2008,231.7504
Germany,DEU,2009,214.0494
Germany,DEU,2010,225.8457
Germany,DEU,2011,224.5115
Germany,DEU,2012,221.1747
Germany,DEU,2013,222.475
Germany,DEU,2014,214.4091
Germany,DEU,2015,212.3588
Germany,DEU,2016,197.5299
Germany,DEU,2017,200.1277
Germany,DEU,2018,206.3012
Germany,DEU,2019,192.6147
Germany,DEU,2020,179.8817
Germany,DEU,2021,182.4758
Germany,DEU,2022,184.5072
Bosnia and Herzegovina,BIH,1990,70.71251
Bosnia and Herzegovina,BIH,1991,59.95164
Bosnia and Herzegovina,BIH,1992,49.19076
Bosnia and Herzegovina,BIH,1993,38.42989
Bosnia and Herzegovina,BIH,1994,27.66901
Bosnia and Herzegovina,BIH,1995,16.90813
Bosnia and Herzegovina,BIH,1996,22.18369
Bosnia and Herzegovina,BIH,1997,27.45926
Bosnia and Herzegovina,BIH,1998,32.73482
Bosnia and Herzegovina,BIH,1999,38.01039
Bosnia and Herzegovina,BIH,2000,43.2893
Bosnia and Herzegovina,BIH,2001,46.07553
Bosnia and Herzegovina,BIH,2002,48.86511
Bosnia and Herzegovina,BIH,2003,51.65469
Bosnia and Herzegovina,BIH,2004,54.44426
Bosnia and Herzegovina,BIH,2005,57.62917
Bosnia and Herzegovina,BIH,2006,59.99145
Bosnia and Herzegovina,BIH,2007,62.35373
Bosnia and Herzegovina,BIH,2008,64.71602
Bosnia and Herzegovina,BIH,2009,67.07831
Bosnia and Herzegovina,BIH,2010,69.44059
Bosnia and Herzegovina,BIH,2011,67.77024
Bosnia and Herzegovina,BIH,2012,66.54778
Bosnia and Herzegovina,BIH,2013,65.32534
Bosnia and Herzegovina,BIH,2014,64.10289
Bosnia and Herzegovina,BIH,2015,62.88044
Bosnia and Herzegovina,BIH,2016,58.4989
Bosnia and Herzegovina,BIH,2017,54.11737
Bosnia and Herzegovina,BIH,2018,49.11574
Bosnia and Herzegovina,BIH,2019,44.73241
Bosnia and Herzegovina,BIH,2020,38.84695
Bosnia and Herzegovina,BIH,2021,40.34908
Bosnia and Herzegovina,BIH,2022,35.96574
Sweden,SWE,1990,288.7139
Sweden,SWE,1991,293.0557
Sweden,SWE,1992,279.0432
Sweden,SWE,1993,265.5385
Sweden,SWE,1994,268.4265
Sweden,SWE,1995,257.2165
Sweden,SWE,1996,252.197
Sweden,SWE,1997,240.7589
Sweden,SWE,1998,231.0107
Sweden,SWE,1999,224.2864
Sweden,SWE,2000,221.3976
Sweden,SWE,2001,211.3432
Sweden,SWE,2002,203.7352
Sweden,SWE,2003,199.653
Sweden,SWE,2004,195.885
Sweden,SWE,2005,192.43
Sweden,SWE,2006,190.6183
Sweden,SWE,2007,185.3944
Sweden,SWE,2008,177.6075
Sweden,SWE,2009,164.3056
Sweden,SWE,2010,168.8658
Sweden,SWE,2011,162.731
Sweden,SWE,2012,155.427
Sweden,SWE,2013,152.0571
Sweden,SWE,2014,150.1006
Sweden,SWE,2015,146.259
Sweden,SWE,2016,143.3062
Sweden,SWE,2017,137.8899
Sweden,SWE,2018,133.633
Sweden,SWE,2019,124.6577
Sweden,SWE,2020,116.2312
Sweden,SWE,2021,114.7973
Sweden,SWE,2022,110.718
Portugal,PRT,1990,317.6004
Portugal,PRT,1991,307.9623
Portugal,PRT,1992,366.4022
Portugal,PRT,1993,309.3986
Portugal,PRT,1994,287.8029
Portugal,PRT,1995,321.4742
Portugal,PRT,1996,262.5068
Portugal,PRT,1997,274.618
Portugal,PRT,1998,321.797
Portugal,PRT,1999,330.6696
Portugal,PRT,2000,294.5744
Portugal,PRT,2001,277.2332
Portugal,PRT,2002,276.3799
Portugal,PRT,2003,184.4884
Portugal,PRT,2004,187.9135
Portugal,PRT,2005,189.2219
Portugal,PRT,2006,164.4313
Portugal,PRT,2007,157.0092
Portugal,PRT,2008,103.7624
Portugal,PRT,2009,71.46478
Portugal,PRT,2010,62.20571
Portugal,PRT,2011,56.43676
Portugal,PRT,2012,51.66378
Portugal,PRT,2013,47.48685
Portugal,PRT,2014,42.98182
Portugal,PRT,2015,45.17179
Portugal,PRT,2016,45.13607
Portugal,PRT,2017,46.09881
Portugal,PRT,2018,44.81004
Portugal,PRT,2019,43.84109
Portugal,PRT,2020,37.84644
Portugal,PRT,2021,41.08601
Monaco,MCO,1990,0.5874972
Monaco,MCO,1991,0.619476
Monaco,MCO,1992,0.6534199
Monaco,MCO,1993,0.6113386
Monaco,MCO,1994,0.583896
Monaco,MCO,1995,0.5427628
Monaco,MCO,1996,0.5048142
Monaco,MCO,1997,0.4866365
Monaco,MCO,1998,0.4421987
Monaco,MCO,1999,0.4235107
Monaco,MCO,2000,0.3949947
Monaco,MCO,2001,0.3808912
Monaco,MCO,2002,0.3538817
Monaco,MCO,2003,0.3391418
Monaco,MCO,2004,0.3210599
Monaco,MCO,2005,0.3578013
Monaco,MCO,2006,0.2959488
Monaco,MCO,2007,0.2773657
Monaco,MCO,2008,0.2716225
Monaco,MCO,2009,0.2459727
Monaco,MCO,2010,0.2228333
Monaco,MCO,2011,0.2398856
Monaco,MCO,2012,0.2325474
Monaco,MCO,2013,0.2282621
Monaco,MCO,2014,0.2260682
Monaco,MCO,2015,0.2253279
Monaco,MCO,2016,0.2236213
Monaco,MCO,2017,0.2159853
Monaco,MCO,2018,0.2140866
Monaco,MCO,2019,0.2122725
Monaco,MCO,2020,0.1969001
Monaco,MCO,2021,0.2133854
Monaco,MCO,2022,0.2108954
Armenia,ARM,2007,111.4793
Armenia,ARM,2014,105.1736
Armenia,ARM,2016,107.565
Armenia,ARM,2017,112.3736
Armenia,ARM,2018,115.7486
Armenia,ARM,2019,147.4087
Armenia,ARM,2020,168.7704
Armenia,ARM,2021,149.4298
Armenia,ARM,2022,182.2773
Greece,GRC,1990,511.7875
Greece,GRC,1991,506.4151
Greece,GRC,1992,521.8243
Greece,GRC,1993,512.419
Greece,GRC,1994,529.4854
Greece,GRC,1995,521.8379
Greece,GRC,1996,519.0395
Greece,GRC,1997,553.045
Greece,GRC,1998,581.5497
Greece,GRC,1999,567.528
Greece,GRC,2000,558.1241
Greece,GRC,2001,573.7359
Greece,GRC,2002,557.1841
Greece,GRC,2003,565.8856
Greece,GRC,2004,568.3234
Greece,GRC,2005,585.3152
Greece,GRC,2006,544.3779
Greece,GRC,2007,528.5743
Greece,GRC,2008,455.625
Greece,GRC,2009,400.0743
Greece,GRC,2010,233.4228
Greece,GRC,2011,159.5188
Greece,GRC,2012,142.6069
Greece,GRC,2013,121.6923
Greece,GRC,2014,104.4135
Greece,GRC,2015,101.5866
Greece,GRC,2016,80.54352
Greece,GRC,2017,90.24628
Greece,GRC,2018,86.07895
Greece,GRC,2019,80.32613
Greece,GRC,2020,49.08881
Greece,GRC,2021,46.79842
Greece,GRC,2022,43.71486
Monaco,MCO,1990,0.131631
Monaco,MCO,1991,0.1223666
Monaco,MCO,1992,0.1278541
Monaco,MCO,1993,0.1285304
Monaco,MCO,1994,0.1206096
Monaco,MCO,1995,0.09559986
Monaco,MCO,1996,0.09680749
Monaco,MCO,1997,0.0859665
Monaco,MCO,1998,0.0842676
Monaco,MCO,1999,0.07950197
Monaco,MCO,2000,0.06837006
Monaco,MCO,2001,0.06801116
Monaco,MCO,2002,0.06764131
Monaco,MCO,2003,0.0656741
Monaco,MCO,2004,0.0604756
Monaco,MCO,2005,0.0552956
Monaco,MCO,2006,0.03498774
Monaco,MCO,2007,0.02937536
Monaco,MCO,2008,0.01746636
Monaco,MCO,2009,0.01733783
Monaco,MCO,2010,0.01699856
Monaco,MCO,2011,0.01418804
Monaco,MCO,2012,0.01449921
Monaco,MCO,2013,0.01382157
Monaco,MCO,2014,0.01273544
Monaco,MCO,2015,0.01593183
Monaco,MCO,2016,0.01037446
Monaco,MCO,2017,0.01255369
Monaco,MCO,2018,0.01120583
Monaco,MCO,2019,0.008593141
Monaco,MCO,2020,0.006569691
Monaco,MCO,2021,0.008148613
Monaco,MCO,2022,0.003888891
Netherlands,NLD,1990,1169.157
Netherlands,NLD,1991,1080.105
Netherlands,NLD,1992,1029.775
Netherlands,NLD,1993,1000.149
Netherlands,NLD,1994,946.8717
Netherlands,NLD,1995,933.2551
Netherlands,NLD,1996,930.7065
Netherlands,NLD,1997,863.1986
Netherlands,NLD,1998,820.8943
Netherlands,NLD,1999,787.181
Netherlands,NLD,2000,749.4165
Netherlands,NLD,2001,750.3822
Netherlands,NLD,2002,735.0159
Netherlands,NLD,2003,732.4489
Netherlands,NLD,2004,739.7504
Netherlands,NLD,2005,704.2194
Netherlands,NLD,2006,707.822
Netherlands,NLD,2007,685.2538
Netherlands,NLD,2008,687.6215
Netherlands,NLD,2009,625.6565
Netherlands,NLD,2010,647.8278
Netherlands,NLD,2011,603.4188
Netherlands,NLD,2012,575.3097
Netherlands,NLD,2013,547.9738
Netherlands,NLD,2014,511.7202
Netherlands,NLD,2015,514.0293
Netherlands,NLD,2016,506.9129
Netherlands,NLD,2017,494.0959
Netherlands,NLD,2018,494.8797
Netherlands,NLD,2019,478.0928
Netherlands,NLD,2020,419.647
Netherlands,NLD,2021,410.9849
Netherlands,NLD,2022,394.3401
Ukraine,UKR,1990,85.9767
Ukraine,UKR,1991,81.26469
Ukraine,UKR,1992,93.51367
Ukraine,UKR,1993,87.25464
Ukraine,UKR,1994,74.80853
Ukraine,UKR,1995,76.07597
Ukraine,UKR,1996,57.33029
Ukraine,UKR,1997,61.97395
Ukraine,UKR,1998,38.92493
Ukraine,UKR,1999,38.72161
Ukraine,UKR,2000,34.77449
Ukraine,UKR,2001,38.90839
Ukraine,UKR,2002,39.87683
Ukraine,UKR,2003,34.77782
Ukraine,UKR,2004,51.6587
Ukraine,UKR,2005,62.9864
Ukraine,UKR,2006,69.09626
Ukraine,UKR,2007,74.18954
Ukraine,UKR,2008,72.89768
Ukraine,UKR,2009,62.16161
Ukraine,UKR,2010,65.38591
Ukraine,UKR,2011,66.36034
Ukraine,UKR,2012,68.85072
Ukraine,UKR,2013,66.09424
Ukraine,UKR,2014,58.95756
Ukraine,UKR,2015,55.23179
Ukraine,UKR,2016,62.67083
Ukraine,UKR,2017,57.61206
Ukraine,UKR,2018,61.05964
Ukraine,UKR,2019,207.2333
Ukraine,UKR,2020,195.962
Ukraine,UKR,2021,32.08332
Ukraine,UKR,2022,29.11097
Greece,GRC,1990,409.4386
Greece,GRC,1991,409.1185
Greece,GRC,1992,416.3774
Greece,GRC,1993,407.8262
Greece,GRC,1994,415.4213
Greece,GRC,1995,402.2261
Greece,GRC,1996,409.4174
Greece,GRC,1997,423.7891
Greece,GRC,1998,450.7771
Greece,GRC,1999,443.5059
Greece,GRC,2000,429.9938
Greece,GRC,2001,455.8997
Greece,GRC,2002,448.5171
Greece,GRC,2003,455.7036
Greece,GRC,2004,457.3484
Greece,GRC,2005,482.5751
Greece,GRC,2006,474.4214
Greece,GRC,2007,472.8136
Greece,GRC,2008,446.5232
Greece,GRC,2009,426.3542
Greece,GRC,2010,365.1971
Greece,GRC,2011,324.6249
Greece,GRC,2012,286.7726
Greece,GRC,2013,273.8657
Greece,GRC,2014,269.6294
Greece,GRC,2015,260.5008
Greece,GRC,2016,262.4725
Greece,GRC,2017,267.5452
Greece,GRC,2018,259.2533
Greece,GRC,2019,251.5913
Greece,GRC,2020,224.0563
Greece,GRC,2021,221.6617
Greece,GRC,2022,231.2587
Armenia,ARM,2016,0.462
Armenia,ARM,2017,0.3251438
Armenia,ARM,2018,0.7189403
Armenia,ARM,2019,2.80034
Armenia,ARM,2020,2.531444
Armenia,ARM,2021,2.776014
Armenia,ARM,2022,4.144516
Lithuania,LTU,1990,385.6318
Lithuania,LTU,1991,435.1944
Lithuania,LTU,1992,246.4216
Lithuania,LTU,1993,226.7779
Lithuania,LTU,1994,198.0111
Lithuania,LTU,1995,219.4738
Lithuania,LTU,1996,233.3035
Lithuania,LTU,1997,231.1521
Lithuania,LTU,1998,226.8186
Lithuania,LTU,1999,201.2962
Lithuania,LTU,2000,183.0432
Lithuania,LTU,2001,179.6829
Lithuania,LTU,2002,181.0537
Lithuania,LTU,2003,174.9606
Lithuania,LTU,2004,172.8226
Lithuania,LTU,2005,175.3018
Lithuania,LTU,2006,180.5269
Lithuania,LTU,2007,178.9531
Lithuania,LTU,2008,174.3893
Lithuania,LTU,2009,163.5349
Lithuania,LTU,2010,157.6534
Lithuania,LTU,2011,150.8277
Lithuania,LTU,2012,145.5155
Lithuania,LTU,2013,136.3085
Lithuania,LTU,2014,127.7766
Lithuania,LTU,2015,121.271
Lithuania,LTU,2016,120.3505
Lithuania,LTU,2017,118.285
Lithuania,LTU,2018,119.3447
Lithuania,LTU,2019,111.7373
Lithuania,LTU,2020,106.2468
Lithuania,LTU,2021,108.4427
Lithuania,LTU,2022,101.3527
France,FRA,1990,1292.414
France,FRA,1991,1381.156
France,FRA,1992,1227.974
France,FRA,1993,1066.446
France,FRA,1994,992.3682
France,FRA,1995,936.4709
France,FRA,1996,921.8936
France,FRA,1997,779.2977
France,FRA,1998,810.5613
France,FRA,1999,714.2617
France,FRA,2000,615.6073
France,FRA,2001,559.6401
France,FRA,2002,515.1205
France,FRA,2003,496.3013
France,FRA,2004,475.1974
France,FRA,2005,456.907
France,FRA,2006,424.2506
France,FRA,2007,403.1464
France,FRA,2008,346.0536
France,FRA,2009,292.4628
France,FRA,2010,270.1159
France,FRA,2011,220.5966
France,FRA,2012,217.5615
France,FRA,2013,200.7828
France,FRA,2014,156.4914
France,FRA,2015,149.6589
France,FRA,2016,133.296
France,FRA,2017,128.7145
France,FRA,2018,121.8436
France,FRA,2019,100.1587
France,FRA,2020,90.41623
France,FRA,2021,101.6871
France,FRA,2022,88.04256
Ukraine,UKR,1990,903.2717
Ukraine,UKR,1991,858.2819
Ukraine,UKR,1992,1060.337
Ukraine,UKR,1993,1012.859
Ukraine,UKR,1994,876.9194
Ukraine,UKR,1995,916.5864
Ukraine,UKR,1996,666.8141
Ukraine,UKR,1997,755.5646
Ukraine,UKR,1998,416.1002
Ukraine,UKR,1999,430.0551
Ukraine,UKR,2000,383.3034
Ukraine,UKR,2001,429.7728
Ukraine,UKR,2002,447.605
Ukraine,UKR,2003,363.1395
Ukraine,UKR,2004,646.1679
Ukraine,UKR,2005,711.9818
Ukraine,UKR,2006,804.3607
Ukraine,UKR,2007,828.9014
Ukraine,UKR,2008,802.3131
Ukraine,UKR,2009,700.1333
Ukraine,UKR,2010,737.1696
Ukraine,UKR,2011,783.4402
Ukraine,UKR,2012,816.3914
Ukraine,UKR,2013,777.7758
Ukraine,UKR,2014,685.0905
Ukraine,UKR,2015,588.0598
Ukraine,UKR,2016,671.4464
Ukraine,UKR,2017,643.0256
Ukraine,UKR,2018,674.7561
Ukraine,UKR,2019,840.3821
Ukraine,UKR,2020,755.696
Ukraine,UKR,2021,568.1924
Ukraine,UKR,2022,336.8707
Azerbaijan,AZE,1990,62.84824
Azerbaijan,AZE,1991,62.60667
Azerbaijan,AZE,1992,58.91277
Azerbaijan,AZE,1993,54.3219
Azerbaijan,AZE,1994,54.35336
Azerbaijan,AZE,1995,56.12429
Azerbaijan,AZE,1996,58.58569
Azerbaijan,AZE,1997,61.37883
Azerbaijan,AZE,1998,63.85886
Azerbaijan,AZE,1999,65.55595
Azerbaijan,AZE,2000,68.11472
Azerbaijan,AZE,2001,71.40775
Azerbaijan,AZE,2002,74.90024
Azerbaijan,AZE,2003,77.65906
Azerbaijan,AZE,2004,80.37737
Azerbaijan,AZE,2005,82.83817
Azerbaijan,AZE,2006,84.84499
Azerbaijan,AZE,2007,87.80018
Azerbaijan,AZE,2008,90.34076
Azerbaijan,AZE,2009,92.76329
Azerbaijan,AZE,2010,93.9269
Azerbaijan,AZE,2011,95.04861
Azerbaijan,AZE,2012,96.86621
Azerbaijan,AZE,2013,98.14693
Azerbaijan,AZE,2014,99.41437
Azerbaijan,AZE,2015,99.70414
Azerbaijan,AZE,2016,99.82111
Azerbaijan,AZE,2017,99.81635
Azerbaijan,AZE,2018,99.62375
Azerbaijan,AZE,2019,99.92163
Azerbaijan,AZE,2020,99.48991
Azerbaijan,AZE,2021,99.65299
Azerbaijan,AZE,2022,99.45808
Sweden,SWE,1990,46.8213
Sweden,SWE,1991,46.88048
Sweden,SWE,1992,45.43115
Sweden,SWE,1993,45.74384
Sweden,SWE,1994,44.70676
Sweden,SWE,1995,55.37978
Sweden,SWE,1996,55.03645
Sweden,SWE,1997,51.76791
Sweden,SWE,1998,49.46493
Sweden,SWE,1999,47.24358
Sweden,SWE,2000,34.62902
Sweden,SWE,2001,33.51816
Sweden,SWE,2002,32.71305
Sweden,SWE,2003,33.19242
Sweden,SWE,2004,31.91589
Sweden,SWE,2005,33.9323
Sweden,SWE,2006,32.04296
Sweden,SWE,2007,31.63021
Sweden,SWE,2008,30.20865
Sweden,SWE,2009,28.57313
Sweden,SWE,2010,28.58899
Sweden,SWE,2011,28.06069
Sweden,SWE,2012,26.4349
Sweden,SWE,2013,25.85255
Sweden,SWE,2014,22.68392
Sweden,SWE,2015,19.63567
Sweden,SWE,2016,19.78859
Sweden,SWE,2017,20.11527
Sweden,SWE,2018,19.07369
Sweden,SWE,2019,18.29815
Sweden,SWE,2020,17.62667
Sweden,SWE,2021,16.90113
Sweden,SWE,2022,16.42554
Montenegro,MNE,1990,26.15094
Montenegro,MNE,1991,26.08359
Montenegro,MNE,1992,21.58016
Montenegro,MNE,1993,13.9454
Montenegro,MNE,1994,9.88998
Montenegro,MNE,1995,12.18898
Montenegro,MNE,1996,16.34407
Montenegro,MNE,1997,20.27982
Montenegro,MNE,1998,21.86478
Montenegro,MNE,1999,24.47598
Montenegro,MNE,2000,24.52382
Montenegro,MNE,2001,24.11847
Montenegro,MNE,2002,24.56042
Montenegro,MNE,2003,26.07345
Montenegro,MNE,2004,26.38805
Montenegro,MNE,2005,25.04397
Montenegro,MNE,2006,25.70199
Montenegro,MNE,2007,26.37558
Montenegro,MNE,2008,24.67418
Montenegro,MNE,2009,20.21832
Montenegro,MNE,2010,21.80317
Montenegro,MNE,2011,21.87354
Montenegro,MNE,2012,19.58444
Montenegro,MNE,2013,14.64582
Montenegro,MNE,2014,15.04687
Montenegro,MNE,2015,15.80903
Montenegro,MNE,2016,15.47263
Montenegro,MNE,2017,16.26743
Montenegro,MNE,2018,16.18855
Montenegro,MNE,2019,16.11728
Montenegro,MNE,2020,14.88084
Montenegro,MNE,2021,16.63608
Montenegro,MNE,2022,12.56807
Norway,NOR,1990,31.22369
Norway,NOR,1991,30.76126
Norway,NOR,1992,31.65033
Norway,NOR,1993,29.56904
Norway,NOR,1994,28.765
Norway,NOR,1995,29.48516
Norway,NOR,1996,30.10907
Norway,NOR,1997,29.3054
Norway,NOR,1998,29.93146
Norway,NOR,1999,30.76531
Norway,NOR,2000,29.97853
Norway,NOR,2001,30.09505
Norway,NOR,2002,30.32302
Norway,NOR,2003,31.35023
Norway,NOR,2004,31.47844
Norway,NOR,2005,31.58539
Norway,NOR,2006,31.79501
Norway,NOR,2007,31.64661
Norway,NOR,2008,31.92845
Norway,NOR,2009,31.85158
Norway,NOR,2010,31.5633
Norway,NOR,2011,30.98072
Norway,NOR,2012,31.10972
Norway,NOR,2013,31.34695
Norway,NOR,2014,31.10508
Norway,NOR,2015,30.9775
Norway,NOR,2016,31.02621
Norway,NOR,2017,30.7095
Norway,NOR,2018,31.95633
Norway,NOR,2019,29.71597
Norway,NOR,2020,29.81406
Norway,NOR,2021,30.18185
Norway,NOR,2022,29.47403
Hungary,HUN,1990,150.518
Hungary,HUN,1991,118.6361
Hungary,HUN,1992,101.5605
Hungary,HUN,1993,91.27973
Hungary,HUN,1994,88.63223
Hungary,HUN,1995,87.36847
Hungary,HUN,1996,87.39503
Hungary,HUN,1997,85.93551
Hungary,HUN,1998,90.85339
Hungary,HUN,1999,91.24597
Hungary,HUN,2000,92.93132
Hungary,HUN,2001,92.06012
Hungary,HUN,2002,94.43838
Hungary,HUN,2003,94.38214
Hungary,HUN,2004,93.0505
Hungary,HUN,2005,87.23563
Hungary,HUN,2006,87.39331
Hungary,HUN,2007,88.7231
Hungary,HUN,2008,81.26405
Hungary,HUN,2009,76.3298
Hungary,HUN,2010,76.78357
Hungary,HUN,2011,77.59467
Hungary,HUN,2012,77.13245
Hungary,HUN,2013,80.30855
Hungary,HUN,2014,81.45098
Hungary,HUN,2015,86.25084
Hungary,HUN,2016,88.09824
Hungary,HUN,2017,90.43913
Hungary,HUN,2018,89.77143
Hungary,HUN,2019,89.35812
Hungary,HUN,2020,90.59552
Hungary,HUN,2021,91.12814
Hungary,HUN,2022,82.875
North Macedonia,MKD,1990,14.67941
North Macedonia,MKD,1991,13.84575
North Macedonia,MKD,1992,13.87411
North Macedonia,MKD,1993,14.10969
North Macedonia,MKD,1994,14.09578
North Macedonia,MKD,1995,13.88376
North Macedonia,MKD,1996,12.82768
North Macedonia,MKD,1997,12.43444
North Macedonia,MKD,1998,12.17421
North Macedonia,MKD,1999,12.30445
North Macedonia,MKD,2000,12.19841
North Macedonia,MKD,2001,11.69617
North Macedonia,MKD,2002,11.10332
North Macedonia,MKD,2003,10.96224
North Macedonia,MKD,2004,11.03862
North Macedonia,MKD,2005,10.57178
North Macedonia,MKD,2006,10.85085
North Macedonia,MKD,2007,10.70835
North Macedonia,MKD,2008,10.63733
North Macedonia,MKD,2009,9.820053
North Macedonia,MKD,2010,10.0245
North Macedonia,MKD,2011,10.38148
North Macedonia,MKD,2012,9.555529
North Macedonia,MKD,2013,9.590766
North Macedonia,MKD,2014,9.625447
North Macedonia,MKD,2015,9.569536
North Macedonia,MKD,2016,9.717426
North Macedonia,MKD,2017,9.644808
North Macedonia,MKD,2018,9.188316
North Macedonia,MKD,2019,7.970567
North Macedonia,MKD,2020,8.12219
North Macedonia,MKD,2021,7.6246
North Macedonia,MKD,2022,8.349205
Slovak Republic,SVK,1990,1039.995
Slovak Republic,SVK,1991,958.0923
Slovak Republic,SVK,1992,902.3275
Slovak Republic,SVK,1993,804.7378
Slovak Republic,SVK,1994,729.1025
Slovak Republic,SVK,1995,662.0498
Slovak Republic,SVK,1996,621.8735
Slovak Republic,SVK,1997,567.6962
Slovak Republic,SVK,1998,578.9564
Slovak Republic,SVK,1999,554.433
Slovak Republic,SVK,2000,551.6511
Slovak Republic,SVK,2001,564.3466
Slovak Republic,SVK,2002,493.6223
Slovak Republic,SVK,2003,520.1456
Slovak Republic,SVK,2004,528.908
Slovak Republic,SVK,2005,572.7496
Slovak Republic,SVK,2006,533.9275
Slovak Republic,SVK,2007,530.2518
Slovak Republic,SVK,2008,493.7208
Slovak Republic,SVK,2009,436.316
Slovak Republic,SVK,2010,462.0492
Slovak Republic,SVK,2011,429.0072
Slovak Republic,SVK,2012,434.7617
Slovak Republic,SVK,2013,394.7702
Slovak Republic,SVK,2014,330.3358
Slovak Republic,SVK,2015,373.1481
Slovak Republic,SVK,2016,378.5379
Slovak Republic,SVK,2017,379.0365
Slovak Republic,SVK,2018,320.2084
Slovak Republic,SVK,2019,287.5349
Slovak Republic,SVK,2020,279.1591
Slovak Republic,SVK,2021,352.2338
Slovak Republic,SVK,2022,301.7202
Russia,RUS,2010,774.5291
Russia,RUS,2011,792.5002
Russia,RUS,2012,815.5126
Russia,RUS,2013,813.7591
Russia,RUS,2014,825.1166
Russia,RUS,2015,865.6443
Russia,RUS,2016,878.7724
Russia,RUS,2017,898.3971
Russia,RUS,2018,899.2939
Russia,RUS,2019,937.389
Russia,RUS,2020,941.4535
Croatia,HRV,1990,170.1896
Croatia,HRV,1991,99.57533
Croatia,HRV,1992,104.6317
Croatia,HRV,1993,112.033
Croatia,HRV,1994,99.59383
Croatia,HRV,1995,77.319
Croatia,HRV,1996,61.68842
Croatia,HRV,1997,77.07837
Croatia,HRV,1998,95.55149
Croatia,HRV,1999,95.56429
Croatia,HRV,2000,60.4175
Croatia,HRV,2001,59.09761
Croatia,HRV,2002,63.23476
Croatia,HRV,2003,63.83724
Croatia,HRV,2004,52.27892
Croatia,HRV,2005,58.73269
Croatia,HRV,2006,54.63956
Croatia,HRV,2007,59.86883
Croatia,HRV,2008,53.44959
Croatia,HRV,2009,56.08482
Croatia,HRV,2010,35.04755
Croatia,HRV,2011,29.01577
Croatia,HRV,2012,24.38124
Croatia,HRV,2013,17.03149
Croatia,HRV,2014,13.72409
Croatia,HRV,2015,15.59191
Croatia,HRV,2016,14.61482
Croatia,HRV,2017,12.50249
Croatia,HRV,2018,9.994473
Croatia,HRV,2019,7.574847
Croatia,HRV,2020,6.163076
Croatia,HRV,2021,5.662986
Croatia,HRV,2022,5.545833
Netherlands,NLD,1990,604.2421
Netherlands,NLD,1991,573.7928
Netherlands,NLD,1992,527.049
Netherlands,NLD,1993,503.2663
Netherlands,NLD,1994,467.4443
Netherlands,NLD,1995,434.8617
Netherlands,NLD,1996,407.639
Netherlands,NLD,1997,372.6523
Netherlands,NLD,1998,375.1336
